dataset,size,algo,threshold,trial,time_us
random,22000,ms+ins,20,3,1535
random,22000,ms+ins,30,1,1895
random,22000,ms+ins,30,2,1522
random,22000,ms+ins,30,3,1531
random,22000,ms+ins,50,1,1753
random,22000,ms+ins,50,2,1958
random,22000,ms+ins,50,3,1813
reverse,22000,ms,0,1,835
reverse,22000,ms,0,2,886
reverse,22000,ms,0,3,760
reverse,22000,ms+ins,5,1,458
reverse,22000,ms+ins,5,2,484
reverse,22000,ms+ins,5,3,428
reverse,22000,ms+ins,10,1,408
reverse,22000,ms+ins,10,2,384
reverse,22000,ms+ins,10,3,409
reverse,22000,ms+ins,20,1,445
reverse,22000,ms+ins,20,2,403
reverse,22000,ms+ins,20,3,410
reverse,22000,ms+ins,30,1,723
reverse,22000,ms+ins,30,2,706
reverse,22000,ms+ins,30,3,661
reverse,22000,ms+ins,50,1,972
reverse,22000,ms+ins,50,2,969
reverse,22000,ms+ins,50,3,934
nearly,22000,ms,0,1,941
nearly,22000,ms,0,2,922
nearly,22000,ms,0,3,998
nearly,22000,ms+ins,5,1,633
nearly,22000,ms+ins,5,2,576
nearly,22000,ms+ins,5,3,495
nearly,22000,ms+ins,10,1,428
nearly,22000,ms+ins,10,2,434
nearly,22000,ms+ins,10,3,435
nearly,22000,ms+ins,20,1,402
nearly,22000,ms+ins,20,2,424
nearly,22000,ms+ins,20,3,369
nearly,22000,ms+ins,30,1,444
nearly,22000,ms+ins,30,2,433
nearly,22000,ms+ins,30,3,359
nearly,22000,ms+ins,50,1,443
nearly,22000,ms+ins,50,2,459
nearly,22000,ms+ins,50,3,514
random,22500,ms,0,1,2225
random,22500,ms,0,2,2006
random,22500,ms,0,3,2003
random,22500,ms+ins,5,1,1551
random,22500,ms+ins,5,2,1745
random,22500,ms+ins,5,3,1629
random,22500,ms+ins,10,1,1725
random,22500,ms+ins,10,2,1440
random,22500,ms+ins,10,3,1565
random,22500,ms+ins,20,1,1630
random,22500,ms+ins,20,2,1523
random,22500,ms+ins,20,3,1427
random,22500,ms+ins,30,1,1651
random,22500,ms+ins,30,2,1643
random,22500,ms+ins,30,3,1609
random,22500,ms+ins,50,1,1845
random,22500,ms+ins,50,2,1802
random,22500,ms+ins,50,3,1758
reverse,22500,ms,0,1,757
reverse,22500,ms,0,2,764
reverse,22500,ms,0,3,768
reverse,22500,ms+ins,5,1,535
reverse,22500,ms+ins,5,2,454
reverse,22500,ms+ins,5,3,533
reverse,22500,ms+ins,10,1,409
reverse,22500,ms+ins,10,2,365
reverse,22500,ms+ins,10,3,354
reverse,22500,ms+ins,20,1,403
reverse,22500,ms+ins,20,2,387
reverse,22500,ms+ins,20,3,411
reverse,22500,ms+ins,30,1,653
reverse,22500,ms+ins,30,2,580
reverse,22500,ms+ins,30,3,598
reverse,22500,ms+ins,50,1,870
reverse,22500,ms+ins,50,2,836
reverse,22500,ms+ins,50,3,957
nearly,22500,ms,0,1,1078
nearly,22500,ms,0,2,1067
nearly,22500,ms,0,3,895
nearly,22500,ms+ins,5,1,547
nearly,22500,ms+ins,5,2,539
nearly,22500,ms+ins,5,3,497
nearly,22500,ms+ins,10,1,503
nearly,22500,ms+ins,10,2,421
nearly,22500,ms+ins,10,3,455
nearly,22500,ms+ins,20,1,369
nearly,22500,ms+ins,20,2,377
nearly,22500,ms+ins,20,3,383
nearly,22500,ms+ins,30,1,434
nearly,22500,ms+ins,30,2,469
nearly,22500,ms+ins,30,3,419
nearly,22500,ms+ins,50,1,576
nearly,22500,ms+ins,50,2,538
nearly,22500,ms+ins,50,3,498
random,23000,ms,0,1,2012
random,23000,ms,0,2,1975
random,23000,ms,0,3,1917
random,23000,ms+ins,5,1,1666
random,23000,ms+ins,5,2,1436
random,23000,ms+ins,5,3,1584
random,23000,ms+ins,10,1,1498
random,23000,ms+ins,10,2,1356
random,23000,ms+ins,10,3,1585
random,23000,ms+ins,20,1,1502
random,23000,ms+ins,20,2,1486
random,23000,ms+ins,20,3,1486
random,23000,ms+ins,30,1,1708
random,23000,ms+ins,30,2,1677
random,23000,ms+ins,30,3,1686
random,23000,ms+ins,50,1,1739
random,23000,ms+ins,50,2,1718
random,23000,ms+ins,50,3,1624
reverse,23000,ms,0,1,902
reverse,23000,ms,0,2,858
reverse,23000,ms,0,3,844
reverse,23000,ms+ins,5,1,481
reverse,23000,ms+ins,5,2,438
reverse,23000,ms+ins,5,3,440
reverse,23000,ms+ins,10,1,443
reverse,23000,ms+ins,10,2,417
reverse,23000,ms+ins,10,3,384
reverse,23000,ms+ins,20,1,406
reverse,23000,ms+ins,20,2,398
reverse,23000,ms+ins,20,3,348
reverse,23000,ms+ins,30,1,618
reverse,23000,ms+ins,30,2,595
reverse,23000,ms+ins,30,3,538
reverse,23000,ms+ins,50,1,1021
reverse,23000,ms+ins,50,2,939
reverse,23000,ms+ins,50,3,889
nearly,23000,ms,0,1,945
nearly,23000,ms,0,2,963
nearly,23000,ms,0,3,946
nearly,23000,ms+ins,5,1,600
nearly,23000,ms+ins,5,2,556
nearly,23000,ms+ins,5,3,518
nearly,23000,ms+ins,10,1,511
nearly,23000,ms+ins,10,2,483
nearly,23000,ms+ins,10,3,541
nearly,23000,ms+ins,20,1,471
nearly,23000,ms+ins,20,2,425
nearly,23000,ms+ins,20,3,411
nearly,23000,ms+ins,30,1,436
nearly,23000,ms+ins,30,2,405
nearly,23000,ms+ins,30,3,407
nearly,23000,ms+ins,50,1,517
nearly,23000,ms+ins,50,2,529
nearly,23000,ms+ins,50,3,538
random,23500,ms,0,1,2007
random,23500,ms,0,2,2130
random,23500,ms,0,3,2067
random,23500,ms+ins,5,1,1746
random,23500,ms+ins,5,2,1776
random,23500,ms+ins,5,3,1556
random,23500,ms+ins,10,1,1733
random,23500,ms+ins,10,2,1628
random,23500,ms+ins,10,3,1554
random,23500,ms+ins,20,1,1665
random,23500,ms+ins,20,2,1560
random,23500,ms+ins,20,3,1682
random,23500,ms+ins,30,1,1599
random,23500,ms+ins,30,2,1598
random,23500,ms+ins,30,3,1523
random,23500,ms+ins,50,1,1851
random,23500,ms+ins,50,2,1940
random,23500,ms+ins,50,3,1800
reverse,23500,ms,0,1,784
reverse,23500,ms,0,2,760
reverse,23500,ms,0,3,798
reverse,23500,ms+ins,5,1,438
reverse,23500,ms+ins,5,2,453
reverse,23500,ms+ins,5,3,460
reverse,23500,ms+ins,10,1,380
reverse,23500,ms+ins,10,2,402
reverse,23500,ms+ins,10,3,445
reverse,23500,ms+ins,20,1,452
reverse,23500,ms+ins,20,2,444
reverse,23500,ms+ins,20,3,434
reverse,23500,ms+ins,30,1,667
reverse,23500,ms+ins,30,2,642
reverse,23500,ms+ins,30,3,708
reverse,23500,ms+ins,50,1,937
reverse,23500,ms+ins,50,2,950
reverse,23500,ms+ins,50,3,946
nearly,23500,ms,0,1,1011
nearly,23500,ms,0,2,1096
nearly,23500,ms,0,3,1049
nearly,23500,ms+ins,5,1,617
nearly,23500,ms+ins,5,2,561
nearly,23500,ms+ins,5,3,605
nearly,23500,ms+ins,10,1,545
nearly,23500,ms+ins,10,2,507
nearly,23500,ms+ins,10,3,501
nearly,23500,ms+ins,20,1,437
nearly,23500,ms+ins,20,2,481
nearly,23500,ms+ins,20,3,387
nearly,23500,ms+ins,30,1,442
nearly,23500,ms+ins,30,2,443
nearly,23500,ms+ins,30,3,402
nearly,23500,ms+ins,50,1,618
nearly,23500,ms+ins,50,2,597
nearly,23500,ms+ins,50,3,560
random,24000,ms,0,1,1989
random,24000,ms,0,2,2088
random,24000,ms,0,3,1995
random,24000,ms+ins,5,1,1710
random,24000,ms+ins,5,2,1705
random,24000,ms+ins,5,3,1666
random,24000,ms+ins,10,1,1625
random,24000,ms+ins,10,2,1391
random,24000,ms+ins,10,3,1647
random,24000,ms+ins,20,1,1676
random,24000,ms+ins,20,2,1611
random,24000,ms+ins,20,3,1669
random,24000,ms+ins,30,1,1683
random,24000,ms+ins,30,2,1697
random,24000,ms+ins,30,3,1943
random,24000,ms+ins,50,1,1831
random,24000,ms+ins,50,2,1882
random,24000,ms+ins,50,3,1768
reverse,24000,ms,0,1,836
reverse,24000,ms,0,2,878
reverse,24000,ms,0,3,832
reverse,24000,ms+ins,5,1,446
reverse,24000,ms+ins,5,2,511
reverse,24000,ms+ins,5,3,463
reverse,24000,ms+ins,10,1,417
reverse,24000,ms+ins,10,2,404
reverse,24000,ms+ins,10,3,449
reverse,24000,ms+ins,20,1,449
reverse,24000,ms+ins,20,2,434
reverse,24000,ms+ins,20,3,392
reverse,24000,ms+ins,30,1,653
reverse,24000,ms+ins,30,2,664
reverse,24000,ms+ins,30,3,681
reverse,24000,ms+ins,50,1,1072
reverse,24000,ms+ins,50,2,1099
reverse,24000,ms+ins,50,3,1016
nearly,24000,ms,0,1,1050
nearly,24000,ms,0,2,990
nearly,24000,ms,0,3,955
nearly,24000,ms+ins,5,1,605
nearly,24000,ms+ins,5,2,595
nearly,24000,ms+ins,5,3,654
nearly,24000,ms+ins,10,1,550
nearly,24000,ms+ins,10,2,514
nearly,24000,ms+ins,10,3,484
nearly,24000,ms+ins,20,1,441
nearly,24000,ms+ins,20,2,439
nearly,24000,ms+ins,20,3,451
nearly,24000,ms+ins,30,1,506
nearly,24000,ms+ins,30,2,422
nearly,24000,ms+ins,30,3,458
nearly,24000,ms+ins,50,1,615
nearly,24000,ms+ins,50,2,599
nearly,24000,ms+ins,50,3,534
random,24500,ms,0,1,2065
random,24500,ms,0,2,2128
random,24500,ms,0,3,2096
random,24500,ms+ins,5,1,1779
random,24500,ms+ins,5,2,1725
random,24500,ms+ins,5,3,1832
random,24500,ms+ins,10,1,1687
random,24500,ms+ins,10,2,1542
random,24500,ms+ins,10,3,1521
random,24500,ms+ins,20,1,1580
random,24500,ms+ins,20,2,1701
random,24500,ms+ins,20,3,1580
random,24500,ms+ins,30,1,1830
random,24500,ms+ins,30,2,1648
random,24500,ms+ins,30,3,1682
random,24500,ms+ins,50,1,1976
random,24500,ms+ins,50,2,1871
random,24500,ms+ins,50,3,1955
reverse,24500,ms,0,1,783
reverse,24500,ms,0,2,756
reverse,24500,ms,0,3,846
reverse,24500,ms+ins,5,1,513
reverse,24500,ms+ins,5,2,558
reverse,24500,ms+ins,5,3,590
reverse,24500,ms+ins,10,1,429
reverse,24500,ms+ins,10,2,452
reverse,24500,ms+ins,10,3,428
reverse,24500,ms+ins,20,1,475
reverse,24500,ms+ins,20,2,400
reverse,24500,ms+ins,20,3,425
reverse,24500,ms+ins,30,1,728
reverse,24500,ms+ins,30,2,691
reverse,24500,ms+ins,30,3,647
reverse,24500,ms+ins,50,1,1011
reverse,24500,ms+ins,50,2,1133
reverse,24500,ms+ins,50,3,1137
nearly,24500,ms,0,1,1070
nearly,24500,ms,0,2,1034
nearly,24500,ms,0,3,1046
nearly,24500,ms+ins,5,1,706
nearly,24500,ms+ins,5,2,632
nearly,24500,ms+ins,5,3,581
nearly,24500,ms+ins,10,1,500
nearly,24500,ms+ins,10,2,531
nearly,24500,ms+ins,10,3,600
nearly,24500,ms+ins,20,1,521
nearly,24500,ms+ins,20,2,481
nearly,24500,ms+ins,20,3,534
nearly,24500,ms+ins,30,1,451
nearly,24500,ms+ins,30,2,463
nearly,24500,ms+ins,30,3,493
nearly,24500,ms+ins,50,1,626
nearly,24500,ms+ins,50,2,603
nearly,24500,ms+ins,50,3,689
random,25000,ms,0,1,2044
random,25000,ms,0,2,2323
random,25000,ms,0,3,2265
random,25000,ms+ins,5,1,1852
random,25000,ms+ins,5,2,1657
random,25000,ms+ins,5,3,1774
random,25000,ms+ins,10,1,1738
random,25000,ms+ins,10,2,1773
random,25000,ms+ins,10,3,1658
random,25000,ms+ins,20,1,1647
random,25000,ms+ins,20,2,1688
random,25000,ms+ins,20,3,1670
random,25000,ms+ins,30,1,1649
random,25000,ms+ins,30,2,1865
random,25000,ms+ins,30,3,1778
random,25000,ms+ins,50,1,2061
random,25000,ms+ins,50,2,2005
random,25000,ms+ins,50,3,2005
reverse,25000,ms,0,1,845
reverse,25000,ms,0,2,894
reverse,25000,ms,0,3,892
reverse,25000,ms+ins,5,1,607
reverse,25000,ms+ins,5,2,572
reverse,25000,ms+ins,5,3,562
reverse,25000,ms+ins,10,1,465
reverse,25000,ms+ins,10,2,456
reverse,25000,ms+ins,10,3,452
reverse,25000,ms+ins,20,1,454
reverse,25000,ms+ins,20,2,419
reverse,25000,ms+ins,20,3,482
reverse,25000,ms+ins,30,1,734
reverse,25000,ms+ins,30,2,661
reverse,25000,ms+ins,30,3,680
reverse,25000,ms+ins,50,1,1259
reverse,25000,ms+ins,50,2,1245
reverse,25000,ms+ins,50,3,1088
nearly,25000,ms,0,1,1120
nearly,25000,ms,0,2,1035
nearly,25000,ms,0,3,1053
nearly,25000,ms+ins,5,1,690
nearly,25000,ms+ins,5,2,660
nearly,25000,ms+ins,5,3,782
nearly,25000,ms+ins,10,1,636
nearly,25000,ms+ins,10,2,596
nearly,25000,ms+ins,10,3,532
nearly,25000,ms+ins,20,1,488
nearly,25000,ms+ins,20,2,471
nearly,25000,ms+ins,20,3,487
nearly,25000,ms+ins,30,1,520
nearly,25000,ms+ins,30,2,461
nearly,25000,ms+ins,30,3,463
nearly,25000,ms+ins,50,1,633
nearly,25000,ms+ins,50,2,616
nearly,25000,ms+ins,50,3,572
random,25500,ms,0,1,2450
random,25500,ms,0,2,2370
random,25500,ms,0,3,2418
random,25500,ms+ins,5,1,1941
random,25500,ms+ins,5,2,2066
random,25500,ms+ins,5,3,1851
random,25500,ms+ins,10,1,1772
random,25500,ms+ins,10,2,1777
random,25500,ms+ins,10,3,1925
random,25500,ms+ins,20,1,1668
random,25500,ms+ins,20,2,1698
random,25500,ms+ins,20,3,1667
random,25500,ms+ins,30,1,1755
random,25500,ms+ins,30,2,1988
random,25500,ms+ins,30,3,1843
random,25500,ms+ins,50,1,2136
random,25500,ms+ins,50,2,1999
random,25500,ms+ins,50,3,2245
reverse,25500,ms,0,1,910
reverse,25500,ms,0,2,917
reverse,25500,ms,0,3,1008
reverse,25500,ms+ins,5,1,510
reverse,25500,ms+ins,5,2,503
reverse,25500,ms+ins,5,3,516
reverse,25500,ms+ins,10,1,479
reverse,25500,ms+ins,10,2,435
reverse,25500,ms+ins,10,3,447
reverse,25500,ms+ins,20,1,586
reverse,25500,ms+ins,20,2,528
reverse,25500,ms+ins,20,3,562
reverse,25500,ms+ins,30,1,763
reverse,25500,ms+ins,30,2,724
reverse,25500,ms+ins,30,3,749
reverse,25500,ms+ins,50,1,1174
reverse,25500,ms+ins,50,2,1131
reverse,25500,ms+ins,50,3,1101
nearly,25500,ms,0,1,1121
nearly,25500,ms,0,2,1207
nearly,25500,ms,0,3,1090
nearly,25500,ms+ins,5,1,704
nearly,25500,ms+ins,5,2,684
nearly,25500,ms+ins,5,3,664
nearly,25500,ms+ins,10,1,558
nearly,25500,ms+ins,10,2,570
nearly,25500,ms+ins,10,3,518
nearly,25500,ms+ins,20,1,476
nearly,25500,ms+ins,20,2,431
nearly,25500,ms+ins,20,3,451
nearly,25500,ms+ins,30,1,512
nearly,25500,ms+ins,30,2,552
nearly,25500,ms+ins,30,3,491
nearly,25500,ms+ins,50,1,639
nearly,25500,ms+ins,50,2,638
nearly,25500,ms+ins,50,3,701
random,26000,ms,0,1,2555
random,26000,ms,0,2,2308
random,26000,ms,0,3,2436
random,26000,ms+ins,5,1,1942
random,26000,ms+ins,5,2,1774
random,26000,ms+ins,5,3,1790
random,26000,ms+ins,10,1,1874
random,26000,ms+ins,10,2,1781
random,26000,ms+ins,10,3,1680
random,26000,ms+ins,20,1,1805
random,26000,ms+ins,20,2,1753
random,26000,ms+ins,20,3,1808
random,26000,ms+ins,30,1,2101
random,26000,ms+ins,30,2,1899
random,26000,ms+ins,30,3,1851
random,26000,ms+ins,50,1,2190
random,26000,ms+ins,50,2,2012
random,26000,ms+ins,50,3,1933
reverse,26000,ms,0,1,951
reverse,26000,ms,0,2,914
reverse,26000,ms,0,3,974
reverse,26000,ms+ins,5,1,622
reverse,26000,ms+ins,5,2,640
reverse,26000,ms+ins,5,3,518
reverse,26000,ms+ins,10,1,459
reverse,26000,ms+ins,10,2,448
reverse,26000,ms+ins,10,3,447
reverse,26000,ms+ins,20,1,501
reverse,26000,ms+ins,20,2,524
reverse,26000,ms+ins,20,3,542
reverse,26000,ms+ins,30,1,851
reverse,26000,ms+ins,30,2,761
reverse,26000,ms+ins,30,3,756
reverse,26000,ms+ins,50,1,1127
reverse,26000,ms+ins,50,2,977
reverse,26000,ms+ins,50,3,942
nearly,26000,ms,0,1,1108
nearly,26000,ms,0,2,1150
nearly,26000,ms,0,3,1112
nearly,26000,ms+ins,5,1,698
nearly,26000,ms+ins,5,2,662
nearly,26000,ms+ins,5,3,769
nearly,26000,ms+ins,10,1,657
nearly,26000,ms+ins,10,2,666
nearly,26000,ms+ins,10,3,731
nearly,26000,ms+ins,20,1,586
nearly,26000,ms+ins,20,2,544
nearly,26000,ms+ins,20,3,578
nearly,26000,ms+ins,30,1,499
nearly,26000,ms+ins,30,2,477
nearly,26000,ms+ins,30,3,475
nearly,26000,ms+ins,50,1,560
nearly,26000,ms+ins,50,2,514
nearly,26000,ms+ins,50,3,485
random,26500,ms,0,1,2435
random,26500,ms,0,2,2325
random,26500,ms,0,3,2311
random,26500,ms+ins,5,1,1718
random,26500,ms+ins,5,2,2008
random,26500,ms+ins,5,3,1984
random,26500,ms+ins,10,1,1688
random,26500,ms+ins,10,2,1743
random,26500,ms+ins,10,3,1736
random,26500,ms+ins,20,1,1939
random,26500,ms+ins,20,2,1784
random,26500,ms+ins,20,3,1764
random,26500,ms+ins,30,1,1897
random,26500,ms+ins,30,2,2171
random,26500,ms+ins,30,3,1972
random,26500,ms+ins,50,1,1956
random,26500,ms+ins,50,2,1776
random,26500,ms+ins,50,3,2076
reverse,26500,ms,0,1,1017
reverse,26500,ms,0,2,1043
reverse,26500,ms,0,3,896
reverse,26500,ms+ins,5,1,511
reverse,26500,ms+ins,5,2,521
reverse,26500,ms+ins,5,3,505
reverse,26500,ms+ins,10,1,460
reverse,26500,ms+ins,10,2,425
reverse,26500,ms+ins,10,3,440
reverse,26500,ms+ins,20,1,510
reverse,26500,ms+ins,20,2,547
reverse,26500,ms+ins,20,3,487
reverse,26500,ms+ins,30,1,851
reverse,26500,ms+ins,30,2,848
reverse,26500,ms+ins,30,3,845
reverse,26500,ms+ins,50,1,769
reverse,26500,ms+ins,50,2,793
reverse,26500,ms+ins,50,3,784
nearly,26500,ms,0,1,1104
nearly,26500,ms,0,2,1088
nearly,26500,ms,0,3,1084
nearly,26500,ms+ins,5,1,853
nearly,26500,ms+ins,5,2,1113
nearly,26500,ms+ins,5,3,1084
nearly,26500,ms+ins,10,1,2096
nearly,26500,ms+ins,10,2,1418
nearly,26500,ms+ins,10,3,1345
nearly,26500,ms+ins,20,1,1205
nearly,26500,ms+ins,20,2,1083
nearly,26500,ms+ins,20,3,1066
nearly,26500,ms+ins,30,1,1142
nearly,26500,ms+ins,30,2,1132
nearly,26500,ms+ins,30,3,1145
nearly,26500,ms+ins,50,1,1250
nearly,26500,ms+ins,50,2,1237
nearly,26500,ms+ins,50,3,1307
random,27000,ms,0,1,4225
random,27000,ms,0,2,4229
random,27000,ms,0,3,3952
random,27000,ms+ins,5,1,3194
random,27000,ms+ins,5,2,3089
random,27000,ms+ins,5,3,3202
random,27000,ms+ins,10,1,2993
random,27000,ms+ins,10,2,2916
random,27000,ms+ins,10,3,2876
random,27000,ms+ins,20,1,2983
random,27000,ms+ins,20,2,2905
random,27000,ms+ins,20,3,2755
random,27000,ms+ins,30,1,2716
random,27000,ms+ins,30,2,2651
random,27000,ms+ins,30,3,2617
random,27000,ms+ins,50,1,2769
random,27000,ms+ins,50,2,2558
random,27000,ms+ins,50,3,2713
reverse,27000,ms,0,1,1195
reverse,27000,ms,0,2,1431
reverse,27000,ms,0,3,1445
reverse,27000,ms+ins,5,1,894
reverse,27000,ms+ins,5,2,878
reverse,27000,ms+ins,5,3,868
reverse,27000,ms+ins,10,1,734
reverse,27000,ms+ins,10,2,722
reverse,27000,ms+ins,10,3,732
reverse,27000,ms+ins,20,1,869
reverse,27000,ms+ins,20,2,753
reverse,27000,ms+ins,20,3,756
reverse,27000,ms+ins,30,1,1360
reverse,27000,ms+ins,30,2,1291
reverse,27000,ms+ins,30,3,1213
reverse,27000,ms+ins,50,1,1054
reverse,27000,ms+ins,50,2,877
reverse,27000,ms+ins,50,3,862
nearly,27000,ms,0,1,1057
nearly,27000,ms,0,2,1734
nearly,27000,ms,0,3,1280
nearly,27000,ms+ins,5,1,721
nearly,27000,ms+ins,5,2,672
nearly,27000,ms+ins,5,3,695
nearly,27000,ms+ins,10,1,667
nearly,27000,ms+ins,10,2,596
nearly,27000,ms+ins,10,3,551
nearly,27000,ms+ins,20,1,535
nearly,27000,ms+ins,20,2,468
nearly,27000,ms+ins,20,3,569
nearly,27000,ms+ins,30,1,580
nearly,27000,ms+ins,30,2,519
nearly,27000,ms+ins,30,3,588
nearly,27000,ms+ins,50,1,563
nearly,27000,ms+ins,50,2,572
nearly,27000,ms+ins,50,3,502
random,27500,ms,0,1,2455
random,27500,ms,0,2,2300
random,27500,ms,0,3,2704
random,27500,ms+ins,5,1,2054
random,27500,ms+ins,5,2,2091
random,27500,ms+ins,5,3,2117
random,27500,ms+ins,10,1,2124
random,27500,ms+ins,10,2,1982
random,27500,ms+ins,10,3,2006
random,27500,ms+ins,20,1,2023
random,27500,ms+ins,20,2,2299
random,27500,ms+ins,20,3,2225
random,27500,ms+ins,30,1,2034
random,27500,ms+ins,30,2,2237
random,27500,ms+ins,30,3,2266
random,27500,ms+ins,50,1,2288
random,27500,ms+ins,50,2,2344
random,27500,ms+ins,50,3,2570
reverse,27500,ms,0,1,997
reverse,27500,ms,0,2,1007
reverse,27500,ms,0,3,1037
reverse,27500,ms+ins,5,1,613
reverse,27500,ms+ins,5,2,704
reverse,27500,ms+ins,5,3,666
reverse,27500,ms+ins,10,1,526
reverse,27500,ms+ins,10,2,510
reverse,27500,ms+ins,10,3,494
reverse,27500,ms+ins,20,1,678
reverse,27500,ms+ins,20,2,580
reverse,27500,ms+ins,20,3,524
reverse,27500,ms+ins,30,1,898
reverse,27500,ms+ins,30,2,810
reverse,27500,ms+ins,30,3,827
reverse,27500,ms+ins,50,1,783
reverse,27500,ms+ins,50,2,767
reverse,27500,ms+ins,50,3,810
nearly,27500,ms,0,1,1278
nearly,27500,ms,0,2,1400
nearly,27500,ms,0,3,1222
nearly,27500,ms+ins,5,1,880
nearly,27500,ms+ins,5,2,810
nearly,27500,ms+ins,5,3,747
nearly,27500,ms+ins,10,1,588
nearly,27500,ms+ins,10,2,602
nearly,27500,ms+ins,10,3,591
nearly,27500,ms+ins,20,1,546
nearly,27500,ms+ins,20,2,590
nearly,27500,ms+ins,20,3,594
nearly,27500,ms+ins,30,1,510
nearly,27500,ms+ins,30,2,474
nearly,27500,ms+ins,30,3,489
nearly,27500,ms+ins,50,1,516
nearly,27500,ms+ins,50,2,484
nearly,27500,ms+ins,50,3,554
random,28000,ms,0,1,2444
random,28000,ms,0,2,2618
random,28000,ms,0,3,2587
random,28000,ms+ins,5,1,1997
random,28000,ms+ins,5,2,1999
random,28000,ms+ins,5,3,2113
random,28000,ms+ins,10,1,1776
random,28000,ms+ins,10,2,1813
random,28000,ms+ins,10,3,1674
random,28000,ms+ins,20,1,2062
random,28000,ms+ins,20,2,1951
random,28000,ms+ins,20,3,1744
random,28000,ms+ins,30,1,1967
random,28000,ms+ins,30,2,1963
random,28000,ms+ins,30,3,2123
random,28000,ms+ins,50,1,1993
random,28000,ms+ins,50,2,1830
random,28000,ms+ins,50,3,1971
reverse,28000,ms,0,1,1009
reverse,28000,ms,0,2,1061
reverse,28000,ms,0,3,966
reverse,28000,ms+ins,5,1,587
reverse,28000,ms+ins,5,2,547
reverse,28000,ms+ins,5,3,568
reverse,28000,ms+ins,10,1,426
reverse,28000,ms+ins,10,2,477
reverse,28000,ms+ins,10,3,415
reverse,28000,ms+ins,20,1,538
reverse,28000,ms+ins,20,2,556
reverse,28000,ms+ins,20,3,516
reverse,28000,ms+ins,30,1,828
reverse,28000,ms+ins,30,2,889
reverse,28000,ms+ins,30,3,866
reverse,28000,ms+ins,50,1,819
reverse,28000,ms+ins,50,2,906
reverse,28000,ms+ins,50,3,847
nearly,28000,ms,0,1,1121
nearly,28000,ms,0,2,1111
nearly,28000,ms,0,3,1285
nearly,28000,ms+ins,5,1,885
nearly,28000,ms+ins,5,2,838
nearly,28000,ms+ins,5,3,717
nearly,28000,ms+ins,10,1,635
nearly,28000,ms+ins,10,2,580
nearly,28000,ms+ins,10,3,607
nearly,28000,ms+ins,20,1,486
nearly,28000,ms+ins,20,2,513
nearly,28000,ms+ins,20,3,490
nearly,28000,ms+ins,30,1,607
nearly,28000,ms+ins,30,2,578
nearly,28000,ms+ins,30,3,647
nearly,28000,ms+ins,50,1,602
nearly,28000,ms+ins,50,2,616
nearly,28000,ms+ins,50,3,687
random,28500,ms,0,1,2428
random,28500,ms,0,2,2397
random,28500,ms,0,3,2737
random,28500,ms+ins,5,1,2193
random,28500,ms+ins,5,2,2111
random,28500,ms+ins,5,3,2226
random,28500,ms+ins,10,1,2226
random,28500,ms+ins,10,2,1898
random,28500,ms+ins,10,3,1829
random,28500,ms+ins,20,1,2027
random,28500,ms+ins,20,2,2495
random,28500,ms+ins,20,3,2236
random,28500,ms+ins,30,1,2139
random,28500,ms+ins,30,2,2487
random,28500,ms+ins,30,3,2608
random,28500,ms+ins,50,1,2168
random,28500,ms+ins,50,2,2228
random,28500,ms+ins,50,3,2336
reverse,28500,ms,0,1,1091
reverse,28500,ms,0,2,1002
reverse,28500,ms,0,3,1002
reverse,28500,ms+ins,5,1,529
reverse,28500,ms+ins,5,2,483
reverse,28500,ms+ins,5,3,503
reverse,28500,ms+ins,10,1,455
reverse,28500,ms+ins,10,2,518
reverse,28500,ms+ins,10,3,585
reverse,28500,ms+ins,20,1,644
reverse,28500,ms+ins,20,2,668
reverse,28500,ms+ins,20,3,640
reverse,28500,ms+ins,30,1,829
reverse,28500,ms+ins,30,2,821
reverse,28500,ms+ins,30,3,1129
reverse,28500,ms+ins,50,1,1173
reverse,28500,ms+ins,50,2,911
reverse,28500,ms+ins,50,3,995
nearly,28500,ms,0,1,1466
nearly,28500,ms,0,2,1180
nearly,28500,ms,0,3,1061
nearly,28500,ms+ins,5,1,775
nearly,28500,ms+ins,5,2,704
nearly,28500,ms+ins,5,3,774
nearly,28500,ms+ins,10,1,751
nearly,28500,ms+ins,10,2,723
nearly,28500,ms+ins,10,3,808
nearly,28500,ms+ins,20,1,968
nearly,28500,ms+ins,20,2,758
nearly,28500,ms+ins,20,3,707
nearly,28500,ms+ins,30,1,773
nearly,28500,ms+ins,30,2,657
nearly,28500,ms+ins,30,3,663
nearly,28500,ms+ins,50,1,567
nearly,28500,ms+ins,50,2,597
nearly,28500,ms+ins,50,3,539
random,29000,ms,0,1,3065
random,29000,ms,0,2,2713
random,29000,ms,0,3,2645
random,29000,ms+ins,5,1,2521
random,29000,ms+ins,5,2,2200
random,29000,ms+ins,5,3,2288
random,29000,ms+ins,10,1,2136
random,29000,ms+ins,10,2,2021
random,29000,ms+ins,10,3,1891
random,29000,ms+ins,20,1,2133
random,29000,ms+ins,20,2,2334
random,29000,ms+ins,20,3,2506
random,29000,ms+ins,30,1,2514
random,29000,ms+ins,30,2,2270
random,29000,ms+ins,30,3,2534
random,29000,ms+ins,50,1,2074
random,29000,ms+ins,50,2,2151
random,29000,ms+ins,50,3,2221
reverse,29000,ms,0,1,1067
reverse,29000,ms,0,2,1378
